index,AC,Cha,Con,Dex,HP,Int,Str,Type,Wis,alignment,chall,condImmunity,damImmunity,damVuln,languages,name,damResist,senses,size,speed
1677,14.0,14 (+2),17 (+3),14 (+2),75.0,11 (+0),19 (+4),humanoid,14 (+2),lawful evil,5.0,poisoned,poison,,"Infernal, Kilkorn, Undercommon",Kilkorn Zealot,"fire, cold","darkvision 60 ft., ",Medium,30 ft.
1678,18.0,17 (+3),22 (+6),16 (+3),225.0,17 (+3),24 (+7),fiend,20 (+5),lawful evil,21.0,"charmed, exhaustion, frightened, paralysed, petrified, poisoned","fire, necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",,"Common, Infernal, Kilkorn, Undercommon",Kilkorn Overlord,"cold, lightning, thunder","darkvision 120 ft., ",Huge,"30 ft., fly 30 ft."
1679,14.0,8 (-1),18 (+4),14 (+2),126.0,7 (-2),16 (+3),ooze,16 (+3),chaotic evil,7.0,"blinded, charmed, deafened, exhaustion, frightened, poisoned, prone, unconscious","acid, poison, psychic",cold,—,King Slime,,"blindsight 90 ft. (blind beyond this radius), ",Huge,45 ft.
1680,18.0,10 (+0),16 (+3),12 (+1),120.0,12 (+1),18 (+4),humanoid (moblin),8 (-1),neutral evil,7.0,,,,"Blin, Common",King Bulblin,,,Medium,20 ft.
1681,16.0,16 (+3),16 (+3),18 (+4),119.0,14 (+2),20 (+5),dragon,18 (+4),neutral good),10.0,"charmed, paralyzed, poisoned","lightning, poison, thunder",,"Celestial, Common, Draconic, telepathy 60 ft.",Kiminari Kirin,"fire, radiant","darkvision 60 ft., ",Large,"50 ft., fly 50 ft."
1682,16.0,15 (+2),20 (+5),16 (+3),178.0,15 (+2),22 (+6),fiend,18 (+4),lawful evil,13.0,"charmed, frightened, poisoned","fire, poison",,"Infernal, Kilkorn, Undercommon",Kilkorn Vestige,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","darkvision 120 ft., ",Large,"30 ft., fly 30 ft."
1683,18.0,13 (+1),18 (+4),15 (+2),102.0,10 (+0),20 (+5),humanoid,14 (+2),lawful evil,8.0,"frightened, poisoned",poison,,"Infernal, Kilkorn, Undercommon",Kilkorn Knight,fire,"darkvision 60 ft., ",Medium,30 ft.
1684,16.0,13 (+1),18 (+4),15 (+2),85.0,10 (+0),19 (+4),humanoid,15 (+2),lawful evil,6.0,"frightened, poisoned",poison,,"Infernal, Kilkorn, Undercommon",Kilkorn Hunter,fire,"darkvision 60 ft., ",Medium,30 ft.
1685,16.0,12 (+1),18 (+4),14 (+2),102.0,10 (+0),20 (+5),humanoid,14 (+2),lawful evil,7.0,"frightened, poisoned",poison,,"Infernal, Kilkorn, Undercommon",Kilkorn Enforcer,fire,"darkvision 60 ft., ",Medium,30 ft.
1686,16.0,10 (+0),17 (+3),14 (+2),60.0,10 (+0),18 (+4),humanoid,13 (+1),lawful evil,4.0,,,,"Kilkorn, Undercommon",Kilkorn,"fire, poison","darkvision 60 ft., ",Medium,30 ft.
1687,13.0,8 (-1),14 (+2),16 (+3),52.0,10 (+0),16 (+3),undead,10 (+0),neutral evil,2.0,poisoned,"necrotic, poison","fire, radiant",Common,Kikimora,,"darkvision 60 ft., ",Medium,"30 ft., burrow 10 ft., climb 30 ft., swim 30 ft."
1688,24.0,26 (+8),20 (+5),23 (+6),715.0,25 (+7),20 (+5),dragon,16 (+3),chaotic evil,30.0,,Radiant,necrotic,"Common, Draconic",Khazzax the Everchanging,"cold, fire","blindsight 60 ft., darkvision 120 ft., ",Gargantuan,"80 ft., fly 120 ft."
1690,16.0,5 (-3),20 (+5),14 (+2),212.0,4 (-3),24 (+7),monstrosity,14 (+2),"monstrosity, neutral",10.0,poisoned,poison,,—,Kharibdyss,cold,"darkvision 60 ft., ",Huge,"25 ft., swim 50 ft."
1691,13.0,18 (+4),14 (+2),15 (+2),91.0,18 (+4),14 (+2),aberration,18 (+4),lawful neutral,7.0,,,,"Common, Deep Speech, telepathy 60 ft.",Keymaster,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","truesight 60 ft., ",Medium,30 ft.
1692,14.0,9 (-1),22 (+6),21 (+5),46.0,3 (-4),18 (+4),beast,11 (+0),"(thyreophore), unaligned",2.0,,,,—,Kentrosaurus,,,Large,35 ft
1693,15.0,8 (-1),16 (+3),16 (+3),60.0,8 (-1),14 (+2),humanoid,12 (+1),chaotic evil,2.0,charmed,"acid, necrotic","fire, radiant","Auran, Common, but can speak only by using its Mimicry trait",Kenku Blightwing,,"darkvision 60 ft., ",Medium,"25 ft., fly 40 ft."
1694,12.0,8 (-1),15 (+2),14 (+2),67.0,8 (-1),18 (+4),monstrosity,17 (+3),lawful good,5.0,"charmed, paralyzed, poisoned",,,—,Kelpie,"psychic, poison","darkvision 60 ft., ",Large,"50 ft., swim 50 ft."
1695,15.0,14 (+2),13 (+1),11 (+0),38.0,7 (-2),7 (-2),plant,9 (-1),chaotic evil,2.0,"grappled, incapacitated","psychic, poison","acid, slashing","Common, telepathy 30 ft.",Kelpie,fire,,Medium,"25 ft., swim 30 ft."
1696,22.0,30 (+10),20 (+5),30 (+10),315.0,26 (+8),24 (+7),fiend,26 (+8),chaotic evil,25.0,"charmed, frightened, paralyzed","psychic; bludgeoning, piercing, and slashing from nonmagical attacks",,"Abyssal, Celestial, Deep Speech, Infernal; telepathy 150 ft.",Keeper of Secrets,,blindsight 50 ft. darkvision 200 ft. ,Large,Speed. The daemon moves up to its speed without provoking opportunity attacks.
1697,19.0,6 (-2),12 (+1),19 (+4),55.0,2 (-4),12 (+1),aberration,13 (+1),chaotic neutral,4.0,"blinded, charmed, deafened, incapacitated, paralyzed, stunned, unconscious",,,—,Keeleon,"cold, thunder; bludgeoning, piercing, and slashing damage from nonmagical attacks","blindsight 60 ft. (blind beyond this radius), ",Medium,"5 ft., fly 40 ft. (hover)"
1699,16.0,8 (-1),14 (+2),23 (+6),52.0,7 (-2),15 (+2),beast,7 (-2),"beast, neutral",7.0,,,,—,Kecha Wacha,,,Large,"40 ft., fly 50 ft."
1700,18.0,16 (+3),30 (+10),18 (+4),290.0,18 (+4),30 (+10),undead,16 (+3),neutral evil,19.0,"exhaustion, poisoned","necrotic, poison",radiant,any five languages,Kayang,"cold, lightning, psychic; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Medium,"30 ft., fly 50 ft. (0 ft., fly 60 ft. in mist form)"
1703,13.0,8 (-1),12 (+1),16 (+3),22.0,4 (-3),17 (+3),beast,13 (+1),"beast, unaligned",1.0,,,,—,Kargaroc,,,Medium,"20 ft., fly 50 ft."
1704,20.0,18 (+4),30 (+10),14 (+2),264.0,15 (+2),28 (+9),giant,18 (+4),chaotic evil,21.0,"charmed, exhaustion, frightened, petrified, poisoned","fire, poison; bludgeoning, piercing and slashing damage from nonmagical attacks that aren't adamantine",,"Common, Giant",Karatar,,"darkvision 60 ft., ",Huge,60 ft.
1705,16.0,8 (-1),18 (+4),16 (+3),57.0,4 (-3),20 (+5),beast,12 (+1),"(archosaur), unaligned",3.0,"charmed, frightened",,,—,Kaprosuchus,bludgeoning from nonmagical attacks,,Large,45 ft
1706,15.0,12 (+1),12 (+1),15 (+2),40.0,10 (+0),15 (+2),fey,11 (+0),evil (20%),4.0,,,,"Common, Sylvan",Kappa,,,Small,"25 ft., swim 40 ft."
1707,17.0,11 (+0),13 (+1),16 (+3),22.0,10 (+0),13 (+1),dragon,10 (+0),lawful evil,2.0,paralyzed,,,"Common, Draconic",Kapak Draconian,,"blindsight 10 ft., darkvision 60 ft., ",Medium,30 ft.
1708,20.0,11 (+0),16 (+3),20 (+5),45.0,11 (+0),20 (+5),construct,11 (+0),lawful neutral,7.0,"blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned, prone","Poison, psychic","lightning, water",Understands common (can't speak),Kamikaze Drone,,,Medium,"0 ft., fly 60 ft. (hover)"
1709,15.0,10 (+0),10 (+0),20 (+5),25.0,9 (-1),4 (-3),fey,12 (+1),chaotic evil,3.0,,,,Sylvan,Kamaitachi,thunder,darkvision 60 ft.; ,Tiny,"20 ft., fly 80 ft."
1710,15.0,3 (-4),12 (+1),16 (+3),130.0,10 (+0),20 (+5),aberration,22 (+6),neutral evil,6.0,"charmed, exhaustion, frightened, paralysed",,,Deep Speech,Kalkara,piercing,"darkvision 120 ft., ",Large,30 ft.
1712,13.0,1 (-5),9 (-1),14 (+2),2.0,5 (-3),16 (+3),humanoid,4 (-3),chaotic neutral,1.0,charmed,,bludgeoning,Goblin,Kakamora,,,Small,40 ft.
1713,13.0,7 (-2),16 (+3),15 (+2),42.0,4 (-3),17 (+3),monstrosity,14 (+2),"monstrosity, unaligned",5.0,,,,—,Kajhar,,"darkvision 60 ft., ",Large,40 ft.
1717,17.0,12 (+1),20 (+5),10 (+0),168.0,9 (-1),20 (+5),dragon,11 (+0),chaotic evil,8.0,,cold,,"Common, Draconic",Juvenile White Dragon,,"blindsight 40 ft., darkvision 120 ft., ",Large,"40 ft., burrow 20 ft., fly 80 ft., climb 40 ft."
1718,18.0,20 (+5),22 (+6),10 (+0),207.0,15 (+2),24 (+7),dragon,11 (+0),chaotic evil,13.0,,fire,,"Common, Draconic",Juvenile Red Dragon,,"blindsight 40 ft., darkvision 120 ft., ",Large,"40 ft., climb 40 ft., fly 80 ft."
1719,18.0,15 (+2),18 (+4),14 (+2),171.0,16 (+3),22 (+6),dragon,14 (+2),lawful evil,10.0,,cold,,"Common, Draconic",Juvenile Grey Dragon,,"blindsight 30 ft., darkvision 120 ft., ",Large,"40 ft., climb 40 ft., fly 80 ft."
1720,18.0,16 (+3),18 (+4),12 (+1),161.0,16 (+3),20 (+5),dragon,14 (+2),lawful evil,11.0,poisoned,poison,,"Common, Draconic",Juvenile Green Dragon,,"blindsight 40 ft., darkvision 120 ft., ",Large,"40 ft., fly 80 ft., swim 40 ft."
1722,18.0,16 (+3),19 (+4),14 (+2),152.0,13 (+1),21 (+5),dragon,12 (+1),chaotic evil,10.0,,acid,,"Common, Draconic",Juvenile Black Dragon,,"blindsight 40 ft., darkvision 120 ft., ",Large,"40 ft., fly 80 ft., swim 40 ft."
1723,21.0,21 (+5),21 (+5),16 (+3),636.0,24 (+7),21 (+5),fiend,30 (+10),lawful evil,30.0,charmed,"cold, fire","slashing, bludgeoning, and piercing damage from silvered attacks","Common, Infernal, Telepathy 180 ft.",Jurresh'Keel the Fallen,"slashing, bludgeoning, and piercing damage from nonmagical attacks","truesight 120 ft., blindsight 40 ft., ",Large,"50 ft., fly 75 ft."
1724,18.0,14 (+2),20 (+5),13 (+1),189.0,13 (+1),21 (+5),dragon,12 (+1),chaotic evil,9.0,,fire,,"Common, Draconic",Juvenile Brown Dragon,,"blindsight 40 ft., darkvision 120 ft., tremorsense 40 ft., ",Large,"40 ft., burrow 40 ft., fly 80 ft."
1725,18.0,18 (+4),21 (+5),10 (+0),178.0,15 (+2),22 (+6),dragon,14 (+2),lawful evil,12.0,,lightning,,"Common, Draconic",Juvenile Blue Dragon,,"blindsight 40 ft., darkvision 120 ft., ",Large,"40 ft., burrow 20 ft., fly 80 ft."
1726,12.0,2 (-4),12 (+1),9 (-1),38.0,3 (-4),10 (+0),monstrosity,8 (-1),"monstrosity, unaligned",1.0,poisoned,poison,,—,Junjo,,,Medium,"30 ft., swim 10 ft."
1727,13.0,2 (-4),15 (+2),15 (+2),26.0,2 (-4),14 (+2),ooze,14 (+2),"ooze, unaligned",1.0,"blinded, charmed, deafened, exhaustion, frightened, poisoned, prone, unconscious","acid, poison, psychic",cold,—,Jungle Slime,,"blindsight 60 ft. (blind beyond this radius), ",Medium,30 ft.
1729,21.0,13 (+1),26 (+8),7 (-2),278.0,17 (+3),30 (+10),giant,20 (+5),lawful neutral,19.0,charmed,,,"Common, Giant",Jotun Guard,"bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Gargantuan,"50 ft., climb 50 ft."
1730,13.0,5 (-3),16 (+3),14 (+2),37.0,8 (-1),14 (+2),undead,11 (+0),chaotic evil,2.0,"charmed, poisoned","cold, poison",,understands the languages it knew in life but can't speak,Jolly Roger,fire,"darkvision 60 ft., ",Medium,"25 ft., swim 30 ft."
1731,13.0,12 (+1),14 (+2),16 (+3),65.0,16 (+3),14 (+2),fiend,12 (+1),neutral evil,4.0,,,,"Common, Giant, Goblin, Orc",Joroguro,,"darkvision 60 ft., ",Medium,"30 ft., climb 30 ft."
1732,18.0,10 (+0),22 (+6),13 (+1),110.0,6 (-2),26 (+8),monstrosity,16 (+3),chaotic evil,11.0,Frightened & Deafened,Fire,Cold,— (Understands common but cannot speak),Johyo,"Piercing, Slashing and Bludgeoning from non-magical or silvered weapons","Infrared Vision, normal sight: Dark vision however has advantage on perception checks to see living creatures and can see invisible creatures, passive perception 14",Large,"30ft, 30ft climb"
1733,14.0,1 (-5),18 (+4),16 (+3),142.0,1 (-5),15 (+2),beast,4 (-3),"beast, unaligned",8.0,,,,—,Jillyfleur,bludgeoning,"blindsight 60 ft. (blind beyond this radius), ",Large,"0 ft., swim 60 ft."
1734,15.0,1 (-5),25 (+7),15 (+2),245.0,1 (-5),18 (+4),beast,7 (-2),"beast, unaligned",14.0,,,,—,Jillyfish,"bludgeoning, poison","blindsight 60 ft. (blind beyond this radius), ",Gargantuan,"0 ft., swim 30 ft."
1735,15.0,9 (-1),19 (+4),11 (+0),104.0,8 (-1),19 (+4),ooze,10 (+0),"ooze, unaligned",10.0,"blinded, charmed, deafened, exhaustion, frightened, paralysed, petrified, prone","acid, lightning, slashing",,"Abyssal, Common",Jewel Ooze,"cold, fire","blindsight 60 ft. (blind beyond this radius), ",Large,"25 ft., climb 25 ft."
1738,14.0,9 (-1),20 (+5),9 (-1),84.0,7 (-2),19 (+4),giant,12 (+1),chaotic evil,7.0,blinded,,radiant,"Common, Giant, Undercommon",Jazul Shiredo,,Senses. The jazul can't use its blindsight while deafened and unable to smell.,Large,30 ft.
1739,14.0,8 (-1),20 (+5),9 (-1),84.0,6 (-2),19 (+4),giant,8 (-1),chaotic evil,5.0,blinded,,radiant,"Common, Giant, Undercommon",Jazul,,Senses. The jazul can't use its blindsight while deafened and unable to smell.,Large,30 ft.
1741,12.0,15 (+2),19 (+4),5 (-3),59.0,17 (+3),11 (+0),celestial,18 (+4),lawful neutral,5.0,"paralyzed, poisoned, prone",poison,fire,"Celestial, Common, and any one other language (usually Dwarvish, Elvish or Halfling), telepathy 60 ft.",Jangseung,"lightning, psychic, radiant","darkvision 60 ft., ",Medium,0 ft.
1743,19.0,16 (+3),25 (+7),16 (+3),350.0,12 (+1),26 (+8),dragon,18 (+4),chaotic evil,20.0,"charmed, paralysed, petrified, stunned",fire,cold; slashing from vorpal weapons,"Common, Draconic, Sylvan",Jabberwock,"acid, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., truesight 120 ft., ",Huge,"30 ft., fly 60 ft."
1744,13.0,5 (-3),18 (+4),10 (+0),136.0,6 (-2),22 (+6),monstrosity,14 (+2),chaotic evil,8.0,"frightened, poisoned",acid,,"Abyssal, Sylvan",Jabberslythe,poison,,Huge,"30 ft., fly 40 ft."
1745,15.0,8 (-1),13 (+1),14 (+2),40.0,6 (-2),9 (-1),monstrosity,11 (+0),any alignment,2.0,poisoned,poison,fire,Arthropoid,Ixodious,,"blindsight 30 ft., ",Small,"30 ft., climb 15 ft."
1747,14.0,6 (-2),18 (+4),9 (-1),,5 (-3),19 (+4),construct,10 (+0),"construct, neutral",6.0,"charmed, exhaustion, frightened, paralyzed, petrified, restrained, sleep, slow",,lightning,—,Ironclad Executioner,"fire, cold","tremorsense 60 ft., ",Huge,25 ft.
1748,16.0,13 (+1),18 (+4),9 (-1),95.0,11 (+0),21 (+5),giant,10 (+0),chaotic evil,5.0,,,,"Common, Giant",Iron Ogre,,"darkvision 60 ft., ",Large,40 ft.
1749,,8 (-1),18 (+4),10 (+0),136.0,10 (+0),23 (+6),humanoid,12 (+1),lawful evil,12.0,"grappled, prone, stunned",,,Common,Iron Knuckle,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't adamantine",,Medium,20 ft.
1751,17.0,12 (+1),15 (+2),12 (+1),32.0,12 (+1),15 (+2),dragon,11 (+0),lawful good,1.0,,lightning,,Draconic,Iron Dragon Wyrmling,,"blindsight 10 ft., darkvision 60 ft., ",Medium,"30 ft., climb 30 ft., fly 60 ft."
1752,20.0,1 (-5),20 (+5),10 (+0),104.0,3 (-4),18 (+4),construct,10 (+0),"construct, unaligned",8.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,understands the languages of its creator but can't speak,Iron Demi-Golem,,"darkvision 120 ft., ",Medium,30 ft.
1753,12.0,10 (+0),13 (+1),14 (+2),21.0,12 (+1),6 (-2),aberration,11 (+0),lawful evil,2.0,blinded,,,understands Deep Speech but cannot speak,Intellect Devourer (Actions Variant),"bludgeoning, piercing, and slashing from nonmagical attacks","blindsight 60 ft. (blind beyond this radius), ",Tiny,40 ft.
1755,21.0,22 (+6),26 (+8),18 (+4),407.0,21 (+5),25 (+7),celestial,23 (+6),lawful good,22.0,"charmed, exhaustion, frightened",,,"all, telepathy 120 ft.",Jade Inspired,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Gargantuan,"30 ft., fly 150 ft."
1756,20.0,22 (+6),25 (+7),19 (+4),297.0,21 (+5),24 (+7),celestial,23 (+6),lawful good,18.0,"charmed, exhaustion, frightened",,,"all, telepathy 120 ft.",Inspired,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Huge,"30 ft., fly 120 ft."
1757,12.0,12 (+1),16 (+3),14 (+2),30.0,6 (-2),16 (+3),construct,6 (-2),lawful evil,1.0,"Charmed, Frightened",,,Inkspeak,Inkblot,,Passive Perception 6,Medium,30 ft.
1758,15.0,3 (-4),19 (+4),21 (+5),210.0,5 (-3),7 (-2),construct,8 (-1),"construct, unaligned",11.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned, prone","poison, psychic","cold, fire",understands the languages of its creator but can't speak,Ink Golem,"bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft, blindsight 60 ft, ",Huge,60 ft.
1759,13.0,4 (-3),13 (+1),2 (-4),9.0,5 (-3),7 (-2),monstrosity,8 (-1),"monstrosity, unaligned",0.0,,,,—,Ingkludd,,,Small,0 ft.
1760,15.0,7 (-2),20 (+5),12 (+1),73.0,3 (-4),21 (+5),monstrosity,12 (+1),"monstrosity, unaligned",4.0,,fire,,understands Draconic and Ignan but can't speak,Inferno Owlbear,,"darkvision 60 ft., ",Large,40 ft.
1761,,20 (+5),24 (+7),18 (+4),230.0,18 (+4),24 (+7),fiend,16 (+3),chaotic evil,20.0,"blinded, charmed, deafened, frightened, poisoned","poison; bludgeoning, piercing, and slashing from nonmagical attacks",,"Common, telepathy 120 ft.",Inferno,"acid, cold, fire, lightning","darkvision 120 ft., blindsight 120 ft., ",Medium,"40 ft., fly 30 ft. (hover)"
1762,20.0,16 (+3),22 (+6),12 (+1),189.0,14 (+2),24 (+7),fiend,15 (+2),lawful evil,20.0,poisoned,"fire, poison",,"Common, Infernal, telepathy 60 ft.",Infernal Knight,"cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","truesight 120 ft., ",Medium,"30 ft., fly 30 ft."
1763,18.0,13 (+1),20 (+5),8 (-1),126.0,9 (-1),20 (+5),elemental,14 (+2),chaotic evil,8.0,"exhaustion, paralyzed, petrified, poisoned, unconscious","fire, poison",,understands the language of its creator but can't speak,Infernal,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Large,35 ft.
1764,15.0,11 (+0),16 (+3),21 (+5),119.0,7 (-2),17 (+3),beast,14 (+2),"beast, unaligned",5.0,,,,—,Indoraptor,,"Darkvision 120 ft, ",Large,45ft.
1765,18.0,11 (+0),20 (+5),12 (+1),189.0,8 (-1),26 (+8),beast,16 (+3),"beast, unaligned",14.0,,,,—,Indominus Rex,,"Darkvision 120 ft, ",Large,50ft.
1766,15.0,14 (+2),15 (+2),15 (+2),39.0,13 (+1),14 (+2),undead,8 (-1),neutral evil,1.0,"exhaustion, poisoned","necrotic, poison","force, psychic, radiant",the languages it knew in life plus Abyssal,Incorporeal Skeleton,,"darkvision 60 ft., ",Medium,30 ft.
1767,20.0,15 (+2),18 (+4),12 (+1),153.0,11 (+0),20 (+5),humanoid,12 (+1),lawful neutral,14.0,,fire,,"Common, Ignan",Incendine Pyro Knight,cold,"darkvision 60 ft., ",Medium,30 ft.
1768,12.0,17 (+3),15 (+2),14 (+2),104.0,20 (+5),15 (+2),humanoid,16 (+3),lawful neutral,13.0,,fire,,"Common, Ignan",Incendine Lava Weaver,cold,"darkvision 60 ft., ",Medium,30 ft.
1769,18.0,14 (+2),16 (+3),10 (+0),90.0,11 (+0),18 (+4),humanoid,12 (+1),lawful neutral,8.0,,fire,,"Common, Ignan",Incendine Flaming Warrior,,"darkvision 60 ft., ",Medium,30 ft.
1770,11.0,14 (+2),14 (+2),12 (+1),52.0,16 (+3),15 (+2),humanoid,12 (+1),lawful neutral,5.0,,,,"Common, Ignan",Incendine Fire Weaver,fire,"darkvision 60 ft., ",Medium,30 ft.
1771,11.0,13 (+1),12 (+1),13 (+1),38.0,7 (-2),12 (+1),elemental,10 (+0),any alignment,2.0,"exhaustion, petrified, poisoned","fire, poison",,"Common, Primordial",Incendiary Harpy,,"darkvision 60 ft., ",Medium,"20 ft., fly 40 ft."
1773,18.0,16 (+3),16 (+3),10 (+0),,12 (+1),13 (+1),humanoid,8 (-1),lawful good,1.0,,,,"Common, Cyk'n",In'Za,"Poison, Fire","Passive Perception 9, Darkvison (120 feet)",Medium,35 ft.
1774,13.0,10 (+0),30 (+10),20 (+5),34.0,10 (+0),18 (+4),aberration,10 (+0),chaotic evil,16.0,"Paralyzed, Poisoned, Charmed, Incapacitated, Stunned, Prone, Diseased","bludgeoning, radiant, lighting, fire, poison, acid, cold, thunder, necrotic.",,shadolic(undercommon),Immunity,"piercing, slashing.","true sight 30ft, dark vision 60ft, ",medium,40ft
1775,12.0,8 (-1),12 (+1),15 (+2),17.0,12 (+1),10 (+0),fiend,14 (+2),chaotic evil,2.0,"charmed, poisoned","fire, poison",,"Common, Infernal",Impish Polymorpher,"cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","darkvision 120 ft., ",Tiny,30 ft.
1776,10.0,13 (+1),6 (-2),8 (-1),3.0,14 (+2),5 (-3),construct,11 (+0),any alignment,0.0,,,,Understands and speaks the languages of its masters,Imaginary Friend,,,Small,50 ft.
1777,25.0,11 (+0),30 (+10),11 (+0),676.0,19 (+4),30 (+10),aberration,17 (+3),lawful evil,30.0,"charmed, frightened, paralyzed, poisoned","fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,"Deep Speech, Undercommon , telepathy 120ft",Illithasque,,"blindsight 120 ft.,Darkvision 120 ft ",Gargantuan,40 ft.
1778,14.0,11 (+0),16 (+3),16 (+3),34.0,3 (-4),18 (+4),beast,15 (+2),"(hadrosaur), unaligned",1.0,poisoned,poison,,—,Iguanodon,,,Large,50 ft.
1779,25.0,28 (+9),24 (+7),22 (+6),405.0,28 (+9),10 (+0),humanoid,16 (+3),chaotic evil,30.0,"charmed, frightened, poisoned","lightning, poison",,"Abyssal, Celestial, Common, Draconic, Infernal","Iggwilv, the Witch Queen","acid, cold, fire","darkvision 60 ft., truesight 60 ft., ",Medium,"60 ft. (30 ft. without boots of swiftness), fly 60 ft."
